timestamp,price
1747607053.0438614,104319
1747607058.3991354,104319
1747607063.678904,104319
1747607068.94956,104319
1747607074.253977,104319
1747607142.850026,104391
1747607148.1057065,104391
1747607153.4212325,104391
1747607158.6887083,104391
1747607163.9883966,104391
1747607169.2409296,104391
1747607237.7714055,104464
1747607337.785134,104537
1747607343.0497715,104537
1747607348.3478432,104537
1747607353.7010946,104537
1747607358.9926453,104537
1747607364.2352965,104537
1747607432.5383885,104564
1747607437.81456,104564
1747607443.1049235,104591
1747607448.3954597,104591
1747607453.6827111,104591
1747607458.9493673,104591
1747607527.6535509,104659
1747607532.9593985,104659
1747607538.2263877,104659
1747607543.5401833,104659
1747607548.840729,104659
1747607616.4936867,104772
1747607621.835531,104772
1747607627.1074684,104852
1747607632.4125957,104852
1747607637.7207515,104852
1747607642.9839737,104852
1747609510.95807,105512
1747609516.2232938,105534
1747609521.5138044,105534
1747609526.7856648,105534
1747609532.0083375,105534
1747609600.6931787,105545
1747609605.97716,105545
1747609611.266756,105545
1747609616.5938647,105545
1747609621.9097567,105545
1747609627.2444398,105545
1747607053.0438614,104319
1747607058.3991354,104319
1747607063.678904,104319
1747607068.94956,104319
1747607074.253977,104319
1747607142.850026,104391
1747607148.1057065,104391
1747607153.4212325,104391
1747607158.6887083,104391
1747607163.9883966,104391
1747607169.2409296,104391
1747607237.7714055,104464
1747607337.785134,104537
1747607343.0497715,104537
1747607348.3478432,104537
1747607353.7010946,104537
1747607358.9926453,104537
1747607364.2352965,104537
1747607432.5383885,104564
1747607437.81456,104564
1747607443.1049235,104591
1747607448.3954597,104591
1747607453.6827111,104591
1747607458.9493673,104591
1747607527.6535509,104659
1747607532.9593985,104659
1747607538.2263877,104659
1747607543.5401833,104659
1747607548.840729,104659
1747607616.4936867,104772
1747607621.835531,104772
1747607627.1074684,104852
1747607632.4125957,104852
1747607637.7207515,104852
1747607642.9839737,104852
1747609510.95807,105512
1747609516.2232938,105534
1747609521.5138044,105534
1747609526.7856648,105534
1747609532.0083375,105534
1747609600.6931787,105545
1747609605.97716,105545
1747609611.266756,105545
1747609616.5938647,105545
1747609621.9097567,105545
1747609627.2444398,105545
1747620824.5998876,105075
1747620829.8030615,105075
1747620835.3534365,105075
1747620840.5326908,105031
1747620845.685298,105031
1747620850.850031,105031
1747620917.9227083,104990
1747620923.0636616,104990
1747620928.2568393,104990
1747620933.4222546,104990
1747620938.6191964,104990
1747621006.0330803,104972
1747621011.2048512,104972
1747607053.0438614,104319
1747607058.3991354,104319
1747607063.678904,104319
